xpAmount	calc	newXpAmount	WeenieClassNameOrQuestName	WeenieClassId	EmoteCategory	SourceWeenieId	SourceWeenieClassName	DroppedBy
3,000	3,390	-2007	tridentlouka	30496	6	5195	shoushilouka	
3,000	3,390	-2007	shurikenlouka	30498	6	5195	shoushilouka	
3,000	3,390	-2007	katarlouka	30497	6	5195	shoushilouka	
3,000	3,390	-2007	gembaiden	5186	6	5195	shoushilouka	
3,000	3,390	-2007	braceletbaiden	30494	6	5195	shoushilouka	
3,000	3,390	-2007	ringbaiden	30493	6	5195	shoushilouka	
3,000	3,390	-2007	necklacebaiden	30495	6	5195	shoushilouka	
10,000	10,410	-2015	cidergreenmirenenai	30499	6	5197	shoushinenai	
10,000	10,410	-2015	cheesegreenmirenenai	30500	6	5197	shoushinenai	
7,500	7,380	-2012	jambiyaabmim	5361	6	5366	yaraqmayad	
7,500	7,380	-2012	notecovecrypt	5362	6	5366	yaraqmayad	
50,000	54,770	-3035	bookmoarsnewbieuntranslated	27791	6	5694	hebiantranslator	
100,000	104,990	-3045	bookmoarslowuntranslated	27787	6	5694	hebiantranslator	
500,000	517,000	-3080	bookmoarsmiduntranslated	27789	6	5694	hebiantranslator	
2,000,000	2,015,000	-3134	bookmoarshighuntranslated	27785	6	5694	hebiantranslator	
3,000,000	3,005,000	-3200	bookmoarsextremeuntranslated	27783	6	5694	hebiantranslator	
1,000	0	0	parchment	365	6	6386	emotetestnpc	
2,000	3,390	-2007	bookmiyako	6891	6	6890	nantomiyako	
2,000	0	0	taiahatumerokwar	9675	6	9673	explorerbachlien	
10,000	32,625	-2030	taiahatanua_xp	11329	6	11322	flufenstanua-xp	
500,000	450,000	-2130	shirtjaleh	24177	6	24153	ayanbaquraaminah	
500,000	450,000	-2130	ringjaleh	24176	6	24153	ayanbaquraaminah	
375,000	450,000	-2130	turbanjaleh	24180	6	24153	ayanbaquraaminah	
375,000	450,000	-2130	slippersjaleh	24178	6	24153	ayanbaquraaminah	
250,000	249,780	-2092	lettercondolenceaaminah	24194	6	24160	tailorapprenticero	
50,000	115,980	-2061	olthoiscoutnote1	24252	6	24248	royalguardperilbeneath	
100,000	215,160	-2085	olthoiscoutnote2	24253	6	24248	royalguardperilbeneath	
150,000	350,625	-2110	olthoiscoutnote3	24254	6	24248	royalguardperilbeneath	
200,000	350,625	-2110	olthoiscoutnote4	24255	6	24248	royalguardperilbeneath	
250,000	350,625	-2110	olthoiscoutnote5	24256	6	24248	royalguardperilbeneath	
500,000	414,000	-2120	olthoiscoutnote6	24257	6	24248	royalguardperilbeneath	
750,000	414,000	-2120	olthoiscoutnote7	24258	6	24248	royalguardperilbeneath	
100,000	149,625	-2070	notedeepplaces1untranslated	25691	6	25682	guarddeepplaces	
100,000	149,625	-2070	notedeepplaces1translated	25690	6	25682	guarddeepplaces	
250,000	239,625	-2090	notedeepplaces2untranslated	25693	6	25682	guarddeepplaces	
250,000	239,625	-2090	notedeepplaces2translated	25692	6	25682	guarddeepplaces	
1,000,000	1,128,185	-3105	notedeepplaces3untranslated	25695	6	25682	guarddeepplaces	
1,000,000	1,128,185	-3105	notedeepplaces3translated	25694	6	25682	guarddeepplaces	
2,000,000	2,030,000	-3135	notedeepplaces4untranslated	25697	6	25682	guarddeepplaces	
2,000,000	2,030,000	-3135	notedeepplaces4translated	25696	6	25682	guarddeepplaces	
50,000	0	0	tutorialbook	1077	6	28679, 28680, 28681, 28682, 28683, 28684, 28685, 28686, 28687, 28688, 28689, 28690, 28691, 28692, 28693, 28694, 28695, 28696, 28697, 28698, 28699, 28700, 28701, 28702, 28703, 28704, 28705, 28706, 28707, 28717, 28747, 28748, 28856, 28857, 29051, 29094, 29317, 29318, 29319, 29320, 29321, 29322, 29323, 29324, 29325, 29326, 30073, 30265, 30266, 30267, 30269, 30270, 30271, 30272, 30273, 30274, 30275, 30276, 30277, 30278, 30385, 30434, 30435, 30436, 30437, 30438, 30439, 30547, 30974, 30975, 30976, 30977, 30978, 30979, 30980, 30981	sanamarpiersanti, silyunrickard, oolutangalug, toutouujio, hebiandia, cragstonebrienne, zaikhaldumida, ayanbaqurrohula, cragstonekris, banditcastlealison, zaikhalhusoon, ayanbaqurerik, fiunjoruush, fiunluunere, fiunruun, fiunbayaas, fiunriish, fiunvasherr, fiunnoress, fiunrehlyun, silyungrandmother, sanamargrandknight, elenadufurza, beaconelena, fiunscorus, sanamarlorcasammel, sanamaranton, sanamarrand, collectorviamontian, collectoreater, femalenpctemplate, malenpctemplate, holtburgrenaldeldest, shoushigonjokuden, sanamarseneschaldalmour, sanamarportalguard, academyguardexityaraq, academyguardsenior, academyguardsentry, academyguardtrainingmaster, academywordsmith, academyguard2, academyguardcombatexit, academyguardexitholtburg, academyguardexitsanamar, academyguardexitshoushi, sanamarluressi, sanamarfabian, sanamarstuven, sanamarpaissen, cragstonerobert, hebianwis, hebianrujen, hebianyuo, hebianri, hebianbao, hebianmilao, cragstonejoshun, cragstoneburrell, cragstonelenor, fiunoutpostgianni, silyunhonorguard, silyunbeggar, silyunmarlannessuno, silyunsaccimijob, silyunfratellonoribellarista, silyunfratellodunonribellarista, silyunmasterarmorer, thungusbabynpc2, thungusbabynpc3, thungusbabynpc4, thungusbabynpc5, thungusbabynpc6, hermitsuicidal, thungusbabynpc1, silyunlilassfiori	
2,000	0	0	gembaiden	5186	6	28819, 28836	fiunseniorsageshibak, silyunchefmartam	
10,000,000	9,951,000	-5120	keyishaqslostkey	29233	6	29229	philosopherishaq	
250,000	292,500	-2100	suzuharapackage	30399	6	30386	beachfortsuzuharasheshumi	
250,000	292,500	-2100	notesuzuharathanks	30397	6	30387	stoneholdsuzuharabaijin	
5,000	4,830	-2009	seedbagryealfrin	30488	6	30479	holtburgalfrin	
5,000	4,830	-2009	seedbagwheatalfrin	30489	6	30479	holtburgalfrin	
5,000	4,830	-2009	seedbagcornalfrin	30487	6	30479	holtburgalfrin	
10,000,000	9,951,000	-5120	notesishaqslostkey	29234	6	30509	philosophertanami	
150,000	239,625	-2090	sackarmoredillocataloguefull	28523	6	28515	captainkrank	
150,000	239,625	-2090	crategolemcataloguefull	28518	6	28515	captainkrank	
150,000	239,625	-2090	cratesclavuscataloguefull	28519	6	28515	captainkrank	
50,000	112,500	-2060	sealedmissivemacniall	28525	6	28515	captainkrank	
50,000	112,500	-2060	coinslugian	28517	6	28515	captainkrank	
50,000	112,500	-2060	sealedmissiveferuza	28524	6	28515	captainkrank	
50,000	112,500	-2060	wheelcartkrankfull	28527	6	28515	captainkrank	
500,000	614,620	-3085	boonobject1-xp	11232	6	10979, 10980, 10981	tumerokleaderlocal_xp, tumerokleaderpeace_xp, tumerokleaderwar_xp	
500,000	614,620	-3085	boonobject2-xp	11233	6	10979, 10980, 10981	tumerokleaderlocal_xp, tumerokleaderpeace_xp, tumerokleaderwar_xp	
500,000	614,620	-3085	boonobject3-xp	11234	6	10979, 10980, 10981	tumerokleaderlocal_xp, tumerokleaderpeace_xp, tumerokleaderwar_xp	
500,000	614,620	-3085	boonobject4-xp	11235	6	10979, 10980, 10981	tumerokleaderlocal_xp, tumerokleaderpeace_xp, tumerokleaderwar_xp	
500,000	614,620	-3085	boonobject5-xp	11236	6	10979, 10980, 10981	tumerokleaderlocal_xp, tumerokleaderpeace_xp, tumerokleaderwar_xp	
15,000	16,500	-2020	notebernawa-xp	11373	6	11371	ahurengatoneawa_xp	
2,500	5,625	-2010	notemariona	27595	6	11371	ahurengatoneawa_xp	
								
1,000	1,080	-1004	bagsiraluunmarsh1	29873	6	29858	timarucrafterarenura	
2,000	2,260	-1007	bagsiraluunmarsh5	29877	6	29858	timarucrafterarenura	
1,500	1,440	-1005	bagsiraluuntidal1	29883	6	29858	timarucrafterarenura	
3,000	3,220	-1009	bagsiraluuntidal5	29887	6	29858	timarucrafterarenura	
3,000	28,440	-1035	bagsiraluunlittoral1	29868	6	29858	timarucrafterarenura	
3,000	44,440	-1045	bagsiraluunlittoral5	29872	6	29858	timarucrafterarenura	
4,000	63,940	-1055	bagsiraluunstrand1	29878	6	29858	timarucrafterarenura	
8,000	86,940	-1065	bagsiraluunstrand5	29882	6	29858	timarucrafterarenura	
								
10,000	42,660	-2035	repairedhaft	6778	6	6771	mumiyahgreatercrimsonhaft	
25,000	42,660	-2035	crimsonruby1	6660	6	6771	mumiyahgreatercrimsonhaft	
25,000	42,660	-2035	crimsonruby2	6661	6	6771	mumiyahgreatercrimsonhaft	
25,000	42,660	-2035	crimsonruby3	6662	6	6771	mumiyahgreatercrimsonhaft	
25,000	42,660	-2035	crimsonruby4	6663	6	6771	mumiyahgreatercrimsonhaft	
25,000	42,660	-2035	crimsonruby5	6664	6	6771	mumiyahgreatercrimsonhaft	
								
5,000	10,205	-3015	undeadmechanism1	25315	6	25314	undeadmechanic	
7,500	13,343	-3018	undeadmechanism2	25316	6	25314	undeadmechanic	
10,000	16,000	-3020	undeadmechanism3	25317	6	25314	undeadmechanic	
20,000	24,925	-3025	undeadmechanism4	25318	6	25314	undeadmechanic	
25,000	29,516	-3027	undeadmechanism5	25319	6	25314	undeadmechanic	
30,000	34,754	-3029	undeadmechanism6	25320	6	25314	undeadmechanic	
35,000	40,681	-3031	undeadmechanism7	25321	6	25314	undeadmechanic	
40,000	47,339	-3033	undeadmechanism8	25322	6	25314	undeadmechanic	
45,000	50,951	-3034	undeadmechanism9	25323	6	25314	undeadmechanic	
50,000	54,770	-3035	undeadmechanism10	25324	6	25314	undeadmechanic	
75,000	82,121	-3041	undeadmechanism11	25325	6	25314	undeadmechanic	
100,000	104,990	-3045	undeadmechanism12	25326	6	25314	undeadmechanic	
150,000	155,072	-3052	undeadmechanism13	25327	6	25314	undeadmechanic	
200,000	209,363	-3058	undeadmechanism14	25328	6	25314	undeadmechanic	
250,000	263,489	-3063	undeadmechanism15	25329	6	25314	undeadmechanic	
300,000	313,066	-3067	undeadmechanism16	25330	6	25314	undeadmechanic	
350,000	354,125	-3070	undeadmechanism17	25331	6	25314	undeadmechanic	
400,000	414,331	-3074	undeadmechanism18	25332	6	25314	undeadmechanic	
450,000	463,766	-3077	undeadmechanism19	25333	6	25314	undeadmechanic	
500,000	517,000	-3080	undeadmechanism20	25334	6	25314	undeadmechanic	
								
xpAmount		newXpAmount	WeenieClassNameOrQuestName	WeenieClassId	EmoteCategory	SourceWeenieId	SourceWeenieClassName	DroppedBy
1,000,000		0		0	8	11709	leverawardxp	
								
6,000,000	6,036,216	-5101	EmberBrightReceivedNew@01	0	12	14571	aulakheinvoking	
10,000,000	10,194,246	-5121	TotalGolemCoralViceroyDead	0	12	27262	golemhunterextreme	
5,000,000	5,057,790	-5095	TotalGolemMagmaExarchDead	0	12	27263	golemhunterhigh	
300,000	313,620	-5035	TotalGolemIronKingPinDead	0	12	27264	golemhunterlow	
2,500,000	2,567,400	-5075	TotalGolemGlacialMargraveDead	0	12	27265	golemhuntermid	
100,000	99,942	-5022	TotalGolemMudSludgeLordDead	0	12	27266	golemhunternewbie	
25,000,000	25,035,000	-5278	TotalGolemPlatinumKingDead	0	12	27267	golemhunteruber	
								
900,000	927,532	-4077	GOTSOULSHATTERREWARD@1	0	13	22893, 22891, 22892	studentnuhmudiratumerok, studentnuhmudirahuman, studentnuhmudiralugian	
								
6,000	125,020	-1079	GOTTAMIANJOURNALAWARD@02	0	13	23348	astara	
20,000	187,530	-2079	GOTTAMIANNOTE4AWARD	0	13	23348	astara	
								
25,000	278,750	-4050	BoyGrubCompletedQuest@GaveApple	0	13	10924	boygrubpetgrub_xp	
								
40,000,000	40,065,000	-5445	MaraeFinalReward@GiveHead	0	13	10979, 10980, 10981	tumerokleaderlocal_xp, tumerokleaderpeace_xp, tumerokleaderwar_xp	
								
2,500	75,000	-1060	VirindiKiller@CARENZIPELTSTALKER	0	13	11343	ahurengacollector_xp	
2,500	119,160	-1077	VirindiKiller@SIRALUUNCLAWTIMBER	0	13	11343	ahurengacollector_xp	
2,500	9,270	-1018	VirindiKiller@GOLEMHEARTFOREST	0	13	11343	ahurengacollector_xp	
15,000	53,750	-1050	VirindiKiller@PENDANTAUN	0	13	11343	ahurengacollector_xp	
								
5,000	119,160	-1077	AunKiller@CARENZIPELTRABID	0	13	11348	timarucollector_xp	
15,000	233,750	-1110	AunKiller@GOLEMHEARTVAPOR	0	13	11348	timarucollector_xp	
5,000	77,320	-1061	AunKiller@OLTHOICLAW	0	13	11348	timarucollector_xp	
15,000	159,750	-1090	AunKiller@VIRINDIJEWELYELLOW	0	13	11348	timarucollector_xp	
25,000	195,000	-1100	AunKiller@KeyFragmentSingularity	0	13	11348	timarucollector_xp	
2,500	119,160	-1077	AunKiller@SiraluunClawTimber_XP	0	13	11348	timarucollector_xp	
3,250	153,120	-1088	AunKiller@SiraluunClawKithless	0	13	11348	timarucollector_xp	
4,500	195,000	-1100	AunKiller@SiraluunClawUntamed	0	13	11348	timarucollector_xp	
5,750	233,750	-1110	AunKiller@SiraluunClawBadlands	0	13	11348	timarucollector_xp	
								
6,500	153,120	-1088	AunKiller@FEATHERSSIRALUUN	0	13	11349	timarucrafter_xp	
9,000	153,120	-1088	AunKiller@BAGSIRALUUN1	0	13	11349	timarucrafter_xp	
12,000	229,680	-2088	AunKiller@BAGSIRALUUN5	0	13	11349	timarucrafter_xp	
5,000	300,000	-1077	AunKiller@SiraluunFeathersTimber	0	13	11349	timarucrafter_xp	
5,000	300,000	-1077	AunKiller@BagSiraluunTimber1	0	13	11349	timarucrafter_xp	
10,000	178,740	-2077	AunKiller@BagSiraluunTimber5	0	13	11349	timarucrafter_xp	
9,000	195,000	-1100	AunKiller@SiraluunFeathersUntamed	0	13	11349	timarucrafter_xp	
6,500	195,000	-1100	AunKiller@BagSiraluunUntamed1	0	13	11349	timarucrafter_xp	
18,000	292,500	-2100	AunKiller@BagSiraluunUntamed5	0	13	11349	timarucrafter_xp	
11,500	233,750	-1110	AunKiller@SiraluunFeathersBadlands	0	13	11349	timarucrafter_xp	
11,500	233,750	-1110	AunKiller@BagSiraluunBadlands1	0	13	11349	timarucrafter_xp	
23,000	350,625	-2110	AunKiller@BagSiraluunBadlands5	0	13	11349	timarucrafter_xp	
								
800,000	828,662	-4074	TURNEDINVALARACRYSTAL@2	0	13	23040	warehousemanagerfallencantgetup	
600,000	600,238	-4066	GOTDARKTREERWARD	0	13	22936	warehousemanager	
								
100,000	149,625	-2070	level_test	0	22	5644, 5838	neydisacastleladytallial, banditcastlejourgensson	
50,000	149,625	-2070	level_test	0	22	5837	banditcastlegwillim	
25,000	51,630	-2039	level_test@04	0	22	16892	researcherarcanumgreekgiftsii	
25,000	51,630	-2039	level_test@05	0	22	16892	researcherarcanumgreekgiftsii	
25,000	51,630	-2039	level_test@06	0	22	16892	researcherarcanumgreekgiftsii	
25,000	51,630	-2039	level_test@07	0	22	16892	researcherarcanumgreekgiftsii	
25,000	51,630	-2039	level_test@08	0	22	16892	researcherarcanumgreekgiftsii	
25,000	51,630	-2039	level_test@09	0	22	16892	researcherarcanumgreekgiftsii	
25,000	51,630	-2039	level_test@10	0	22	16892	researcherarcanumgreekgiftsii	
25,000	51,630	-2039	level_test@11	0	22	16892	researcherarcanumgreekgiftsii	
250,000	270,720	-2096	level_test@12	0	22	16892	researcherarcanumgreekgiftsii	
250,000	270,720	-2096	level_test@13	0	22	16892	researcherarcanumgreekgiftsii	
250,000	270,720	-2096	level_test@14	0	22	16892	researcherarcanumgreekgiftsii	
250,000	270,720	-2096	level_test@20	0	22	16892	researcherarcanumgreekgiftsii	
500,000	420,630	-2121	level_test@15	0	22	16892	researcherarcanumgreekgiftsii	
500,000	420,630	-2121	level_test@16	0	22	16892	researcherarcanumgreekgiftsii	
500,000	420,630	-2121	level_test@17	0	22	16892	researcherarcanumgreekgiftsii	
500,000	420,630	-2121	level_test@18	0	22	16892	researcherarcanumgreekgiftsii	
5,000	12,690	-2017	level_test@01	0	23	16892	researcherarcanumgreekgiftsii	
5,000	12,690	-2017	level_test@02	0	23	16892	researcherarcanumgreekgiftsii	
5,000	12,690	-2017	level_test@03	0	23	16892	researcherarcanumgreekgiftsii	
								
1,500,000	1,505,344	-3116	Level_test	0	23	28094	emissaryydnew	
								
1,000	0	0	AcademyTokenGiven	0	13	12724	academyguard1shoushiw	
2,000	0	0	WaspWingGiven	0	12	13088	academycollector	
5,000	0	0	EndSpeechSet	0	32	12733, 12735, 12737	academyguard3holte, academyguard3shoushise, academyguard3yaraqe	
								
100,000		0	JONASRANDOMREWARD	0	32	27317	npctuskerassaultjonas	
50,000		0	JONASRANDOMREWARD	0	32	27317	npctuskerassaultjonas	
25,000		0	JONASRANDOMREWARD	0	32	27317	npctuskerassaultjonas	
								
5,000	5,011	-3001	RITHWICCELCYNDRING	0	12	4794, 4796	rithwicbrentsella, rithwicmindorla	
5,000	5,011	-3001	RITHWICMINDORLALETTER	0	12	4795	rithwiccelcynd	
2,500	5,011	-3001	YANSHIWRITINGMID	0	12	5063	yanshidaiya	
3,000	5,011	-3001	SarqahDrudgeCharmQuest	0	12	5154	alarqassarqah	
2,000	5,011	-3001	YARAQAHYARALETTER	0	12	5177	yaraqahyara	
2,000	5,011	-3001	YARAQNASUNLETTER	0	12	5180	yaraqnasun	
								
8,000	24,925	-3025	NULLIFIEDSARCOPHAGUS	0	12	22088	hauntedmansionowner	
3,000	16,000	-3020	TURNEDINJEWELEMERALDHAUNTEDMANSION	0	13	22088	hauntedmansionowner	
4,000	16,000	-3020	TURNEDINANTIQUEPLATTERHAUNTEDMANSION	0	13	22088	hauntedmansionowner	
								
2,000	11,520	-2016	GearDrudgeGiven	0	13	16892	researcherarcanumgreekgiftsii	
2,000	11,520	-2016	GearMosswartGiven	0	13	16892	researcherarcanumgreekgiftsii	
2,000	11,520	-2016	GearReedsharkGiven	0	13	16892	researcherarcanumgreekgiftsii	
2,000	11,520	-2016	GearGromnieGiven	0	13	16892	researcherarcanumgreekgiftsii	
								
18,000	51,630	-2039	CoilBanderlingGiven	0	13	16892	researcherarcanumgreekgiftsii	
18,000	51,630	-2039	CoilBenTenGiven	0	13	16892	researcherarcanumgreekgiftsii	
18,000	51,630	-2039	CoilSclavusGiven	0	13	16892	researcherarcanumgreekgiftsii	
18,000	51,630	-2039	CoilSkeletonGiven	0	13	16892	researcherarcanumgreekgiftsii	
18,000	51,630	-2039	CoilThorstenGiven	0	13	16892	researcherarcanumgreekgiftsii	
18,000	51,630	-2039	CoilZharalimGiven	0	13	16892	researcherarcanumgreekgiftsii	
								
30,000	187,530	-2079	SpringGolemGiven	0	13	16892	researcherarcanumgreekgiftsii	
30,000	187,530	-2079	SpringSclavusGiven	0	13	16892	researcherarcanumgreekgiftsii	
30,000	187,530	-2079	SpringSkeletonGiven	0	13	16892	researcherarcanumgreekgiftsii	
30,000	187,530	-2079	SpringTumerokGiven	0	13	16892	researcherarcanumgreekgiftsii	
								
60,000	420,630	-2121	NutBoltGrievverGiven	0	13	16892	researcherarcanumgreekgiftsii	
60,000	420,630	-2121	NutBoltShadowGiven	0	13	16892	researcherarcanumgreekgiftsii	
60,000	420,630	-2121	NutBoltVirindiGiven	0	13	16892	researcherarcanumgreekgiftsii	
								
50,000	49,850	-4025	GivenTibriSpear	0	12	3607	tibrithecavedweller	
25,000	222,658	-4046	AcidAxeTurnedIn	0	12	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	
10,000	14,752	-4011	IceTachiTurnedIn	0	12	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	
25,000	701,069	-3089	LilithasBowGiven	0	12	22818	huntersleapeldrista	
								
8,000	2,382,832	-4107	InsidiousMonougaHandIn	0	12	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	
								
3,000	51,630	-2039	GAVELETTERTHORSTENARMOR1	0	13	15810	glysandercartoth	
7,000	51,630	-2039	GAVELETTERTHORSTENARMOR2	0	13	15810	glysandercartoth	
7,000	51,630	-2039	GAVELETTERTHORSTENARMOR3	0	13	15810	glysandercartoth	
7,000	51,630	-2039	GAVELETTERTHORSTENARMOR4	0	13	15810	glysandercartoth	
7,000	51,630	-2039	GAVELETTERTHORSTENARMOR4COPY	0	13	15810	glysandercartoth	
21,000	51,630	-2039	GAVELETTERTHORSTENARMOR5	0	13	15810	glysandercartoth	
								
10,000	320,910	-2105	FalatacotMagicResistance	0	12	5694	hebiantranslator	
								
500,000	498,829	-3079	PrismFragmentAcidGiven	0	12	12050, 12050, 24577, 24577	agentwritrefuge-xp, agentwritrefuge-xp, agentwritrefugecandethkeep, agentwritrefugecandethkeep	
250,000	240,826	-3061	PrismFragmentFireGiven	0	12	12050, 12050, 24577, 24577	agentwritrefuge-xp, agentwritrefuge-xp, agentwritrefugecandethkeep, agentwritrefugecandethkeep	
500,000	498,829	-3079	PrismFragmentLightningGiven	0	12	12050, 12050, 24577, 24577	agentwritrefuge-xp, agentwritrefuge-xp, agentwritrefugecandethkeep, agentwritrefugecandethkeep	
250,000	240,826	-3061	PrismFragmentIceGiven	0	12	12050, 12050, 24577, 24577	agentwritrefuge-xp, agentwritrefuge-xp, agentwritrefugecandethkeep, agentwritrefugecandethkeep	
								
15,000	16,000	-3020	RegicideUniform	0	12	14413	guardrylanan	
15,000	16,000	-3020	RegicideHusk	0	12	14414	guardtenshin	
15,000	16,000	-3020	RegicideSpherule	0	12	14415	guardtsaya	
10,000	16,000	-3020	RegicideUniform	0	13	14413	guardrylanan	
5,000	16,000	-3020	RegicideHusk	0	13	14413	guardrylanan	
10,000	16,000	-3020	RegicideHusk	0	13	14414	guardtenshin	
5,000	16,000	-3020	RegicideSpherule	0	13	14414	guardtenshin	
10,000	16,000	-3020	RegicideSpherule	0	13	14415	guardtsaya	
5,000	16,000	-3020	RegicideUniform	0	13	14415	guardtsaya	
